Community_ID,Client1,Client2,Start_Time,End_Time
78,5190,1279,2401011250,2401020021
77,6952,3036,2401010924,2401021225
73,6813,6282,2401011229,2401020024
84,5499,6254,2401010019,2401021637
26,2252,4474,2401010223,2401021437
96,6013,9881,2401010104,2401021453
5,1931,1783,2401011225,2401021701
76,3857,4637,2401012030,2401020658
85,6395,6420,2401011052,2401020650
87,2946,3529,2401012224,2401020547
55,3957,8462,2401012007,2401021243
78,2177,4097,2401012116,2401020211
91,9651,1757,2401011226,2401020922
6,2322,2444,2401011435,2401020755
14,8988,7816,2401011043,2401020306
51,1546,5300,2401012023,2401021757
90,3087,2772,2401011947,2401021857
47,9751,9621,2401012300,2401020841
22,6583,1819,2401010940,2401021006
71,9980,7008,2401010417,2401020114
74,5878,3792,2401010219,2401020511
11,3643,2547,2401010259,2401022253
44,1087,2299,2401011856,2401022238
46,7245,9292,2401011246,2401020602
71,4014,7370,2401010203,2401022059
66,4510,2560,2401010543,2401022144
46,2620,8566,2401011152,2401021704
19,4953,8020,2401012327,2401022256
37,2992,1571,2401012324,2401021835
3,3666,3425,2401011634,2401020548
15,9669,2098,2401010240,2401021750
79,1856,4674,2401012322,2401020436
72,3645,7812,2401010651,2401020637
56,8712,3495,2401010213,2401022217
3,4413,4746,2401012311,2401021134
9,1922,3277,2401011351,2401021917
21,4366,4356,2401010130,2401021202
83,7206,6474,2401011049,2401022111
16,7102,6606,2401011323,2401021522
32,8463,2121,2401011414,2401022345
98,9851,2814,2401010705,2401022354
3,6720,5576,2401010533,2401021546
67,3916,9424,2401010005,2401022255
51,7573,6888,2401011947,2401020742
1,2417,5130,2401011936,2401020434
98,1029,2808,2401010112,2401021517
17,8594,4697,2401011945,2401021512
82,9900,3096,2401011439,2401020525
69,7144,6292,2401010912,2401020207
54,5541,2805,2401011910,2401021221
1,7162,1849,2401011003,2401021357
68,4183,3889,2401011621,2401021654
67,3302,7529,2401011034,2401022343
89,2441,5443,2401010540,2401020409
23,7413,9155,2401012236,2401020422
15,8007,2287,2401010505,2401021434
94,2705,6548,2401010316,2401020708
26,1680,1781,2401011238,2401022343
76,5499,2618,2401012154,2401021049
49,1114,2156,2401010311,2401020021
78,9303,2477,2401010822,2401022243
41,9637,4000,2401011214,2401020125
2,9389,3018,2401012010,2401021035
32,5580,4857,2401011020,2401021816
58,6897,8898,2401011501,2401021848
50,1448,6072,2401010311,2401020620
52,2933,9638,2401011732,2401021514
12,1829,4871,2401012205,2401020033
39,8725,6965,2401011748,2401021428
52,4571,8122,2401011712,2401021732
75,8406,7698,2401011251,2401020446
32,8022,9723,2401011207,2401021242
26,2086,3295,2401010256,2401020928
61,4082,2182,2401011641,2401020934
15,8711,2960,2401011012,2401020958
44,8818,2657,2401012036,2401020449
58,8842,6198,2401010256,2401022047
56,5162,8275,2401010907,2401022202
55,8150,2796,2401012114,2401021758
42,9392,6514,2401012052,2401021545
97,3578,5013,2401012050,2401022250
53,7964,9242,2401011330,2401021456
57,6129,1136,2401011720,2401022341
54,9571,2865,2401011906,2401020655
24,8098,7478,2401010808,2401020124
26,3294,4452,2401012305,2401020846
45,2536,2474,2401011324,2401022159
98,3531,7235,2401011651,2401021212
1,7559,4668,2401010035,2401021820
56,6141,5942,2401011701,2401021710
71,3627,3116,2401010729,2401020629
14,1057,4788,2401011823,2401020328
47,3317,1075,2401012150,2401021826
87,3380,1849,2401010416,2401022016
72,5654,2295,2401011348,2401020431
83,6305,9984,2401010544,2401020333
8,2939,7069,2401011003,2401020653
42,1272,3735,2401011619,2401020904
53,7744,2272,2401012001,2401021037
91,9208,8708,2401011004,2401020257
77,6428,2224,2401012252,2401021659
70,9804,5188,2401011958,2401022039
83,7394,2212,2401012358,2401022315
93,1699,6968,2401010726,2401020523
59,6266,1708,2401010616,2401020007
34,7841,5473,2401011109,2401022219
65,6235,8725,2401010357,2401021133
47,3669,5225,2401010526,2401020011
27,4153,4648,2401010147,2401021700
75,1097,9114,2401011506,2401020559
69,9740,8386,2401012310,2401020752
56,3413,1649,2401010616,2401022233
15,4117,9117,2401010622,2401021946
27,9885,5661,2401010720,2401021359
50,1394,9218,2401011929,2401021201
80,6467,8367,2401010121,2401020024
100,2425,7649,2401010443,2401020459
79,6353,2966,2401010702,2401020359
42,3706,9923,2401010006,2401021500
96,2565,7781,2401010034,2401021206
20,9894,6539,2401010734,2401022123
18,6605,6302,2401010915,2401021107
27,7438,7804,2401011549,2401021258
71,2438,5614,2401011526,2401020715
78,6640,6735,2401011303,2401021915
32,6936,3778,2401010958,2401021602
33,3408,2446,2401012255,2401021239
50,4860,4020,2401010505,2401022230
64,8534,2086,2401011855,2401021154
97,2889,1049,2401010056,2401020746
82,1944,5036,2401011930,2401020230
53,5971,6023,2401011543,2401020210
27,8470,7113,2401011105,2401021759
37,7980,7974,2401011830,2401020149
69,7077,6272,2401011710,2401020604
100,1190,1921,2401010328,2401022010
33,1862,4217,2401012034,2401021653
86,4329,9199,2401011117,2401021534
37,7549,8115,2401011622,2401022007
63,2437,7830,2401012232,2401020922
84,2927,8641,2401012102,2401021130
36,4921,8830,2401010925,2401020804
37,9838,8596,2401010747,2401021306
67,7959,9666,2401011910,2401020738
86,3159,6875,2401012050,2401022246
2,3404,4613,2401011638,2401021100
97,7005,4136,2401010856,2401021922
62,5859,6930,2401011932,2401022026
73,7742,1962,2401012206,2401021230
21,8654,1755,2401011837,2401022114
35,4962,8838,2401011902,2401020848
83,9693,4687,2401010539,2401021542
96,1883,2584,2401011217,2401021905
95,1191,3118,2401010635,2401021312
27,1159,3379,2401012134,2401022330
24,2236,7318,2401011122,2401022050
84,2079,3739,2401012020,2401020838
61,4892,6735,2401010223,2401020828
30,8925,3075,2401011316,2401021121
5,1546,6606,2401011418,2401021305
24,3512,1115,2401011354,2401022123
96,4027,3064,2401010511,2401021037
67,1535,6184,2401011430,2401021423
68,2689,7152,2401011143,2401021029
22,6749,2475,2401012018,2401020730
30,4036,6943,2401011649,2401021242
31,7490,3637,2401010322,2401022018
56,6567,1155,2401010422,2401021021
57,7645,7083,2401010356,2401022330
85,6736,9676,2401012039,2401021323
34,2679,7295,2401010944,2401020411
43,8062,8392,2401010601,2401021420
86,8114,3744,2401011533,2401021952
62,3982,6186,2401012117,2401020201
50,2893,7155,2401010126,2401020415
57,3552,7041,2401011928,2401020545
25,7964,4426,2401010402,2401020518
87,1222,4268,2401011722,2401020924
67,2099,9773,2401011133,2401021022
30,6461,8179,2401012039,2401020828
44,9939,3160,2401010859,2401021032
47,3836,9003,2401010201,2401020306
22,1098,6984,2401012357,2401020215
37,3892,6087,2401011431,2401022324
92,2738,3674,2401011227,2401020133
14,3993,7013,2401011341,2401021313
60,8287,1824,2401011355,2401020118
76,5717,7323,2401012349,2401021901
47,6450,3820,2401011230,2401020417
17,2404,7754,2401011527,2401021152
67,4999,3001,2401010428,2401020421
33,4981,2043,2401011007,2401022003
23,2847,5627,2401011614,2401021912
50,6646,7306,2401012240,2401020859
58,6064,9620,2401010956,2401020614
92,7772,2882,2401010854,2401020539
65,8331,3130,2401012126,2401022225
28,5824,9756,2401011014,2401020634
21,9485,8310,2401010537,2401020441
57,9894,5827,2401012258,2401021556
59,1356,9726,2401011254,2401021012
55,1036,1826,2401010455,2401020442
28,7329,7536,2401011240,2401020228
19,3453,4899,2401011151,2401022109
30,6255,1019,2401011305,2401021454
6,3728,4625,2401010123,2401020210
42,2767,2952,2401011021,2401021338
32,7944,7793,2401010213,2401021628
84,4108,5689,2401010847,2401022205
22,8160,8092,2401010840,2401020338
30,8814,1556,2401011133,2401021813
76,7453,1811,2401010703,2401020643
62,1577,4108,2401011917,2401020546
39,2049,7442,2401010631,2401021647
53,7730,7919,2401012117,2401020937
51,9041,4522,2401011926,2401021652
74,8237,4923,2401010420,2401021800
55,1992,9006,2401010813,2401020224
70,1632,4662,2401011607,2401021255
97,7327,2907,2401010555,2401020950
54,4140,6237,2401011209,2401022224
72,4901,3075,2401012058,2401020130
17,3079,3890,2401012246,2401022254
87,1738,3853,2401010417,2401022338
98,2963,5819,2401010448,2401020133
18,7720,6454,2401012348,2401020802
98,6251,8941,2401011604,2401020206
100,4615,8763,2401010825,2401020240
80,4907,4496,2401010612,2401020747
97,6081,9386,2401010748,2401021745
4,9175,7321,2401011351,2401020608
43,9512,9866,2401010533,2401020636
23,2157,1366,2401011527,2401021427
89,8713,5728,2401011700,2401022201
18,9272,3876,2401010403,2401020830
79,9868,2501,2401010502,2401022028
81,9517,9672,2401010907,2401020540
62,7495,5058,2401010216,2401021625
54,9322,8714,2401011611,2401020033
26,7030,4556,2401011342,2401020259
39,6222,1177,2401010654,2401020941
95,4727,7530,2401010928,2401020819
49,7902,6288,2401010233,2401020810
35,6799,7826,2401011918,2401021245
56,2034,9520,2401011032,2401021533
55,6032,6116,2401010203,2401020937
41,4302,3217,2401011222,2401020217
78,8146,7178,2401010014,2401020847
38,4587,6020,2401010439,2401021148
49,6208,5314,2401012113,2401021303
17,3859,8272,2401012232,2401021421
19,7321,2467,2401010205,2401021514
24,9544,1870,2401012006,2401022039
9,6042,5221,2401010556,2401021315
33,6881,8525,2401010456,2401021525
31,9023,6891,2401010453,2401020038
37,4548,1620,2401011333,2401020545
35,6448,8204,2401011314,2401020435
50,7465,2892,2401011837,2401020748
94,9001,1373,2401010443,2401021108
57,1318,5543,2401012231,2401022024
23,3845,7875,2401010824,2401022111
33,9917,7320,2401010320,2401021420
76,9480,2934,2401010455,2401022102
35,7194,8390,2401010241,2401020002
51,9697,5511,2401011855,2401021011
46,9822,7457,2401012003,2401021632
2,4774,8279,2401010507,2401021948
52,7222,4148,2401011002,2401020758
15,3902,3469,2401011327,2401022041
39,1098,9956,2401010129,2401020128
80,6355,5408,2401010341,2401020925
77,9420,4260,2401011022,2401021858
37,2425,7902,2401010241,2401020213
64,4198,7923,2401011501,2401020829
83,9934,3294,2401011933,2401021547
93,8155,8979,2401010541,2401020528
66,5569,1245,2401011305,2401021312
78,8805,7154,2401010448,2401021801
24,8719,4577,2401011218,2401020117
35,1086,4184,2401010807,2401022008
3,1212,5391,2401011352,2401022133
4,5904,4785,2401011047,2401020204
16,8122,6416,2401012036,2401022349
35,2317,3207,2401012342,2401021926
7,3199,9354,2401010650,2401022128
40,8608,6845,2401010124,2401021139
2,1676,3060,2401011819,2401020246
27,6093,1443,2401012134,2401022251
88,7900,4896,2401010450,2401020037
17,1881,1510,2401011250,2401020721
87,6482,7197,2401010844,2401020834
25,5855,1111,2401011245,2401021047
34,6958,1218,2401010228,2401020029
35,2788,3695,2401010342,2401020642
61,6862,4842,2401010405,2401020159
72,7662,3080,2401011724,2401022349
7,8426,8770,2401010440,2401020720
46,7748,2436,2401010502,2401022056
59,2149,8637,2401010456,2401021424
99,4212,5965,2401011601,2401021948
26,7138,8181,2401010902,2401021301
27,5252,3622,2401010142,2401020648
42,4627,4597,2401010034,2401022309
39,9410,6903,2401012226,2401021855
90,5206,1725,2401010310,2401021747
70,4770,2737,2401010706,2401021917
70,9666,8807,2401011018,2401021342
76,1726,6250,2401011614,2401022352
39,8637,5521,2401012345,2401021207
64,5636,5532,2401010939,2401020310
38,7762,5919,2401010927,2401020259
17,3549,9404,2401010732,2401021017
58,4277,6329,2401010633,2401020731
70,3300,8228,2401010023,2401020451
5,8838,6624,2401011341,2401021531
41,4103,6259,2401010439,2401021202
4,2575,5081,2401012357,2401022205
45,3217,9002,2401011651,2401022055
31,7313,8859,2401011424,2401020028
22,7261,5949,2401010135,2401021411
30,8482,1807,2401011144,2401021034
97,3518,5803,2401011446,2401020238
26,5118,1894,2401011928,2401020113
43,9892,1552,2401011906,2401021644
31,2109,2574,2401012336,2401020028
91,4367,5295,2401011810,2401020743
74,7391,4248,2401012356,2401022112
56,5255,4252,2401010937,2401022113
82,2831,5446,2401011853,2401022137
5,2700,5730,2401010630,2401020719
3,5007,3140,2401011401,2401021207
53,6156,6896,2401010045,2401022048
99,6656,3594,2401011121,2401020929
19,3001,9691,2401011110,2401021814
65,4658,7816,2401011832,2401021908
18,1526,2583,2401012017,2401021604
81,1437,2030,2401010012,2401020044
49,9875,6838,2401012222,2401021453
26,7662,9100,2401011703,2401020821
22,2490,6887,2401011802,2401020634
6,7747,6762,2401012115,2401020029
8,3261,5850,2401010319,2401020104
100,3479,5576,2401011322,2401020930
47,4182,8029,2401010135,2401020632
93,5844,3092,2401011653,2401021249
61,3303,9254,2401011431,2401020440
28,1781,4567,2401010631,2401021205
78,8357,8073,2401011058,2401021302
89,1222,4104,2401012131,2401020501
96,2180,9539,2401010300,2401020507
2,2674,9843,2401011101,2401021110
25,3244,3191,2401011553,2401020034
73,1301,1776,2401012306,2401022113
63,8868,8520,2401011429,2401020559
19,2743,4568,2401011345,2401021734
98,3500,6308,2401010708,2401021122
58,2699,4539,2401011529,2401021815
35,6331,9456,2401010351,2401020829
64,1553,1429,2401011205,2401020931
5,6437,1834,2401010234,2401020826
75,5075,1954,2401011550,2401020918
72,7932,1043,2401012026,2401020252
62,3680,3047,2401010339,2401022238
11,5589,5485,2401012335,2401020833
47,1987,1395,2401011427,2401022317
74,8678,2528,2401011034,2401021559
33,1896,8923,2401012125,2401021254
27,8521,8370,2401011801,2401021218
54,7270,4471,2401011016,2401021802
44,9363,8801,2401010433,2401020744
21,3695,2834,2401011608,2401022144
37,5863,6066,2401011229,2401021530
48,9995,6995,2401010227,2401021121
93,8792,2525,2401010710,2401020227
79,3627,4863,2401011401,2401021338
9,6705,7830,2401010624,2401020347
67,3771,6713,2401011018,2401020953
80,9149,2708,2401011446,2401020531
62,6371,5588,2401011556,2401022143
13,2299,7043,2401012252,2401021907
19,4071,1047,2401011058,2401021617
78,5182,3843,2401011935,2401020715
21,5868,6862,2401011311,2401021213
24,6632,9455,2401010114,2401020655
19,3314,5044,2401011613,2401020438
51,8381,8909,2401010954,2401022238
66,9401,1721,2401010508,2401022208
15,4273,5658,2401012253,2401021941
81,4342,9655,2401010714,2401021232
65,3827,3207,2401011827,2401020430
35,6713,2447,2401010302,2401020228
78,3724,6356,2401010239,2401022337
27,4116,2385,2401011331,2401020726
76,8804,9930,2401010622,2401022216
15,5012,9055,2401011725,2401021544
35,3141,3398,2401011711,2401020707
81,3477,2500,2401010040,2401020229
44,3104,8121,2401011607,2401022149
4,6033,5284,2401011515,2401021853
26,7248,2880,2401010630,2401020718
97,3662,4429,2401010129,2401021932
57,4234,5821,2401011809,2401020554
2,7243,4919,2401011914,2401020618
13,8222,3022,2401010552,2401020348
39,8651,8864,2401011415,2401021117
30,9427,9496,2401010003,2401021958
96,5603,7896,2401010711,2401020913
27,8879,4969,2401010346,2401020455
93,4288,2849,2401010102,2401021739
31,7527,2367,2401010613,2401021258
84,1917,5399,2401011453,2401021003
65,1672,9008,2401010443,2401020335
35,5872,3643,2401010327,2401022259
13,2793,1184,2401010132,2401021458
51,5426,4382,2401011240,2401020934
54,1079,9972,2401010827,2401020512
93,8424,3554,2401011619,2401020920
27,1557,3137,2401011016,2401021050
55,8090,4561,2401011217,2401021926
28,4920,6629,2401011616,2401021655
45,9912,2602,2401012345,2401021259
64,4093,1101,2401012236,2401021631
90,4621,9675,2401010846,2401021501
23,8989,3024,2401011939,2401020330
62,3860,2758,2401010210,2401022339
18,1378,2116,2401010631,2401020849
88,9353,2296,2401011445,2401021612
46,3973,4642,2401011829,2401021706
61,8371,8904,2401011903,2401021223
95,7099,2286,2401010805,2401020712
73,3154,9855,2401012317,2401021240
84,2850,2979,2401011745,2401020048
93,1503,6665,2401010809,2401020857
24,7723,1402,2401011327,2401021902
93,9302,9582,2401011301,2401020550
47,6542,8071,2401010634,2401022127
48,5137,2151,2401011610,2401021138
97,4071,3065,2401010702,2401021926
40,4534,4282,2401011728,2401021557
31,2725,2002,2401010047,2401021152
37,8717,6934,2401011412,2401020008
11,3794,1562,2401011155,2401021929
18,2119,2717,2401010504,2401021109
69,1151,6467,2401012302,2401021252
3,8370,3445,2401011845,2401021553
28,5869,5128,2401011320,2401020451
81,1220,4335,2401011151,2401020357
73,2526,5938,2401010035,2401022308
53,9905,6774,2401010907,2401021643
49,2915,5591,2401011538,2401020056
41,1621,6570,2401012216,2401021553
60,9713,6279,2401012101,2401021915
39,6181,9629,2401010401,2401021929
85,7455,2893,2401012041,2401020432
24,6057,5852,2401010444,2401020905
90,5794,5667,2401011016,2401020306
33,3638,1037,2401011752,2401021322
70,8757,6138,2401011700,2401020603
85,2416,4493,2401010354,2401021026
53,8076,8860,2401012355,2401021144
23,9324,6544,2401012041,2401020729
47,6502,4346,2401011952,2401020924
12,7457,4899,2401011454,2401022250
85,7257,5784,2401010459,2401020137
73,5425,8761,2401011433,2401022210
92,5194,8366,2401011605,2401020112
87,1399,9103,2401011750,2401021359
43,9772,6647,2401010640,2401022006
44,6781,8153,2401011831,2401021449
30,8429,9659,2401011438,2401021137
28,7520,7256,2401010000,2401020012
1,3164,9938,2401010953,2401022358
99,6788,1836,2401010319,2401021233
78,5264,3204,2401010212,2401020326
61,4993,9677,2401010749,2401021633
14,7858,4664,2401011545,2401021620
57,4790,2932,2401010208,2401021622
24,9582,2968,2401011559,2401021354
93,1131,2543,2401012306,2401021227
98,4804,1846,2401012219,2401020014
4,8171,8635,2401012149,2401021112
45,5115,5667,2401010744,2401020353
58,7890,3308,2401011350,2401022116
14,1790,6342,2401010315,2401020616
93,6103,7058,2401010611,2401022130
29,9049,1527,2401010028,2401022022
62,3385,8640,2401012117,2401021332
42,3889,1616,2401012240,2401021823
63,6778,5076,2401011916,2401020226
60,2601,2798,2401011936,2401022219
67,5816,4774,2401011940,2401021619
71,2244,3220,2401011516,2401022151
95,1913,2048,2401011247,2401022241
37,2612,1559,2401010159,2401021221
28,4336,8509,2401012319,2401021704
23,4528,2347,2401011730,2401020208
10,6215,8747,2401010940,2401021804
71,8744,1522,2401010910,2401021111
98,8073,5440,2401011811,2401021644
41,2602,8407,2401011847,2401022332
55,4558,1897,2401011103,2401021327
73,8438,5517,2401011957,2401021537
97,9372,5168,2401011803,2401022146
97,9040,5520,2401012126,2401020425
12,4606,1163,2401011946,2401020637
39,5268,9365,2401011237,2401021834
70,7475,1357,2401012024,2401020120
51,4819,4999,2401012131,2401021953
73,7748,8272,2401011719,2401020309
63,2951,2982,2401012117,2401021111
90,2533,9554,2401012128,2401020252
29,5424,4034,2401010549,2401022158
47,2637,6844,2401010330,2401021537
85,4723,3132,2401010944,2401021655
30,9926,6710,2401011816,2401020448
63,9163,5489,2401012229,2401020550
69,8004,8638,2401012144,2401021636
15,8643,4346,2401010923,2401020615
18,1578,2809,2401010747,2401021212
14,7536,5256,2401010540,2401020440
40,9012,6499,2401011751,2401020640
39,9492,3485,2401011706,2401020930
49,2249,2508,2401010004,2401022034
63,6010,7893,2401010253,2401020336
46,4874,7675,2401011626,2401021049
71,5997,5728,2401010906,2401020655
45,6702,1518,2401011242,2401021015
34,3762,7130,2401010926,2401020032
9,6942,1389,2401011846,2401021842
80,5927,5891,2401011547,2401021111
95,9337,8892,2401010419,2401020708
41,4461,5414,2401010836,2401020640
56,9042,7191,2401010732,2401021345
28,1591,1940,2401012209,2401020814
27,8991,1120,2401011801,2401020543
94,6896,6347,2401012134,2401020837
48,2831,4554,2401010451,2401021202
48,8356,9590,2401012112,2401020607
83,3513,9562,2401010605,2401020217
3,3651,8052,2401011837,2401020305
34,6183,3353,2401011825,2401021308
55,2516,4657,2401011554,2401020140
1,6427,9519,2401011928,2401021105
43,6711,2496,2401011749,2401022247
89,4252,3953,2401012238,2401020811
31,6529,6660,2401010405,2401021232
89,6195,4490,2401011937,2401021143
95,1831,7365,2401011051,2401020230
27,3666,5601,2401010327,2401021844
18,9958,7427,2401011112,2401020339
82,7548,5207,2401011257,2401022053
21,9997,4980,2401011048,2401021745
89,3177,5510,2401010804,2401021640
16,2485,7878,2401011704,2401020804
86,8113,7795,2401010041,2401020854
9,1033,9998,2401011754,2401020148
28,4989,6308,2401011308,2401020038
56,5228,8868,2401010901,2401022021
19,5919,4622,2401010437,2401021956
22,6038,2320,2401010408,2401020543
43,5239,9693,2401012251,2401021650
57,4677,3610,2401010433,2401021137
7,1935,7975,2401012333,2401021535
67,4968,6941,2401010907,2401020319
69,7291,1478,2401010838,2401020234
90,1230,7526,2401011043,2401020128
4,9251,2985,2401010643,2401020018
65,1088,8739,2401010253,2401021401
3,9786,5634,2401010655,2401022010
59,8576,1787,2401011918,2401021142
61,4519,9985,2401011411,2401021009
52,1158,9369,2401010228,2401020721
92,6198,4036,2401010615,2401020110
46,5183,5212,2401010740,2401021016
15,6184,9856,2401010811,2401022138
91,2636,5852,2401011832,2401020537
74,3608,7278,2401011800,2401021702
52,8613,9311,2401012328,2401020634
39,4521,5114,2401010453,2401021127
7,1896,4707,2401010440,2401021341
39,1399,8933,2401010817,2401021251
36,7418,5289,2401010907,2401020044
67,2629,5661,2401011313,2401020743
86,7859,2593,2401012301,2401020147
48,7017,7772,2401010734,2401021246
81,4781,3061,2401011152,2401021405
88,8745,6257,2401011551,2401020431
82,4473,7934,2401010036,2401021312
95,8230,8035,2401011423,2401021847
64,4651,3625,2401012017,2401021540
1,5137,5267,2401012009,2401021455
91,1515,8371,2401011207,2401020914
58,5310,7242,2401010530,2401021840
1,2452,8050,2401012030,2401020943
53,9413,9797,2401010138,2401020353
69,5351,5898,2401012119,2401020525
6,7495,5991,2401010101,2401021639
67,8845,4823,2401012035,2401020855
12,9263,6065,2401011803,2401020559
48,9052,9694,2401010200,2401020538
81,8651,4317,2401010446,2401021133
15,9354,5850,2401010745,2401021329
41,3754,7426,2401011431,2401021714
12,4864,8066,2401011140,2401020033
23,3229,4361,2401012127,2401020033
34,6655,4782,2401010949,2401022155
75,6619,2439,2401012209,2401021349
61,3645,7511,2401010910,2401021651
70,6244,5482,2401010233,2401020758
97,1384,3130,2401010534,2401020143
25,4093,2093,2401010312,2401020140
5,6695,1083,2401012348,2401020300
10,3908,3813,2401010241,2401021105
57,2573,4475,2401012035,2401021739
7,8991,2258,2401010216,2401020131
32,6516,1180,2401010713,2401020531
23,7462,8314,2401010100,2401021445
45,7252,6429,2401012355,2401020251
